County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Contra Costa_2015 Q1 Court,297,Contra Costa,2015 Q1 Court,1018,167,93,200,2,36,495,82,46,41,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,331,28.096677,60.422961,10.876133,0.60423
Contra Costa_2015 Q2 Court,298,Contra Costa,2015 Q2 Court,987,163,116,331,0,38,521,73,50,47,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,485,23.917526,68.247423,7.835052,0.0
Contra Costa_2015 Q3 Court,299,Contra Costa,2015 Q3 Court,1060,162,115,293,0,33,528,81,70,58,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,441,26.077098,66.439909,7.482993,0.0
Contra Costa_2015 Q4 Court,300,Contra Costa,2015 Q4 Court,873,145,88,297,0,34,447,51,98,29,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,419,21.002387,70.883055,8.114558,0.0
Contra Costa_2016 Q1 Court,301,Contra Costa,2016 Q1 Court,949,154,92,271,0,22,513,66,125,26,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,385,23.896104,70.38961,5.714286,0.0
Contra Costa_2016 Q2 Court,302,Contra Costa,2016 Q2 Court,973,167,116,238,1,51,476,74,91,26,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,406,28.571429,58.62069,12.561576,0.246305
Contra Costa_2016 Q3 Court,303,Contra Costa,2016 Q3 Court,969,116,90,240,0,33,308,27,81,27,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,363,24.793388,66.115702,9.090909,0.0
Contra Costa_2016 Q4 Court,304,Contra Costa,2016 Q4 Court,863,140,105,243,0,31,303,36,110,81,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,379,27.704485,64.116095,8.17942,0.0
Contra Costa_2017 Q1 Court,305,Contra Costa,2017 Q1 Court,960,115,147,282,0,48,497,62,84,36,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,477,30.81761,59.119497,10.062893,0.0
Contra Costa_2017 Q2 Court,306,Contra Costa,2017 Q2 Court,981,130,139,302,0,36,503,62,93,43,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,477,29.140461,63.312369,7.54717,0.0
Contra Costa_2017 Q3 Court,307,Contra Costa,2017 Q3 Court,965,132,108,266,0,39,465,129,96,49,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,413,26.150121,64.40678,9.443099,0.0
Contra Costa_2017 Q4 Court,308,Contra Costa,2017 Q4 Court,934,130,99,311,1,40,446,54,96,47,Contra Costa,Mark A. Peterson,0,NA,NA,NA,0,,451,21.95122,68.957871,8.86918,0.221729
Contra Costa_2018 Q1 Court,309,Contra Costa,2018 Q1 Court,918,128,97,297,0,31,554,64,101,49,Contra Costa,Diana Becton,1,0,NA,0,0,She was placed in office because of a scandal with Mark Peterson,425,22.823529,69.882353,7.294118,0.0
Contra Costa_2018 Q2 Court,310,Contra Costa,2018 Q2 Court,1078,158,94,265,2,26,412,51,103,75,Contra Costa,Diana Becton,1,0,NA,0,0,,387,24.289406,68.475452,6.718346,0.516796
Contra Costa_2018 Q3 Court,311,Contra Costa,2018 Q3 Court,956,162,107,265,2,16,252,30,101,53,Contra Costa,Diana Becton,1,0,NA,0,1,,390,27.435897,67.948718,4.102564,0.512821
Contra Costa_2018 Q4 Court,312,Contra Costa,2018 Q4 Court,925,137,111,292,2,19,121,27,129,57,Contra Costa,Diana Becton,1,0,NA,0,1,,424,26.179245,68.867925,4.481132,0.471698
Contra Costa_2019 Q1 Court,313,Contra Costa,2019 Q1 Court,1131,160,104,295,0,16,178,18,139,38,Contra Costa,Diana Becton,1,1,1,1,0,,415,25.060241,71.084337,3.855422,0.0
Contra Costa_2019 Q2 Court,314,Contra Costa,2019 Q2 Court,1058,155,108,308,0,24,523,36,128,26,Contra Costa,Diana Becton,1,1,1,1,0,,440,24.545455,70.0,5.454545,0.0
Contra Costa_2019 Q3 Court,315,Contra Costa,2019 Q3 Court,1007,155,99,271,0,19,506,45,147,49,Contra Costa,Diana Becton,1,1,1,1,0,,389,25.449871,69.66581,4.884319,0.0
Contra Costa_2019 Q4 Court,316,Contra Costa,2019 Q4 Court,1073,139,86,316,0,12,463,26,118,66,Contra Costa,Diana Becton,1,1,1,1,0,,414,20.772947,76.328502,2.898551,0.0
